sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"admin__admin__search__search9_1533890229.293","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1533890229.840651",0,"UI:Dashboard:parse_chat_travel_drive_post_process",286,1533890230,59,286,completed,"0.3",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1533890229.295","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1533890229.867414",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4193,1533890230,4193,6357,completed,"0.804",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1533890232.298","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}""  | eval hours=round((duration / 60 / 60),1) |  sort - hours | top 50 model","Jonathons-MacBook-Air.local","1533890232.162780",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4193,1533890233,50,4193,completed,2,,,,,search8,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1533890232.301","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533890232.192922",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1577,1533890233,5,1577,completed,"1.088",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1533890232.303","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1533890232.351511",0,"UI:Dashboard:parse_chat_travel_drive_post_process",199,1533890234,8,199,canceled,"0.503","1533283200.000000000","1533890232.000000000","1533283200.000000000","1533890232.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1533890243.307","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1533890243.455042",0,"UI:Dashboard:parse_chat_travel_drive_post_process",0,1533890243,0,0,completed,"0.153","1533801600.000000000","1533890243.000000000","1533801600.000000000","1533890243.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1533890309.325","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1533890309.155075",0,"UI:Dashboard:parse_chat_travel_drive_post_process",8,1533890309,100,8,completed,"0.11","1533711600.000000000","1533890309.000000000","1533711600.000000000","1533890309.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1533890960.507","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1533890960.524927",0,"UI:Dashboard:parse_chat_travel_drive_post_process",286,1533890961,59,286,completed,"0.336",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1533890960.509","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1533890960.570473",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4193,1533890961,4193,6357,completed,"0.897",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1533890962.513","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533890962.951828",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6357,1533890964,5,6357,completed,"0.976",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1533890962.514","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533890962.974473",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4193,1533890964,5,4193,completed,"1.034",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1533890963.517","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533890963.040773",0,"UI:Dashboard:parse_chat_travel_drive_post_process",300,1533890965,5,300,completed,"1.008",,,,,search16,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1533890963.518","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1533890963.077725",0,"UI:Dashboard:parse_chat_travel_drive_post_process",60,1533890965,100,60,completed,"0.595","1533711600.000000000","1533890963.000000000","1533711600.000000000","1533890963.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1533890963.519","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1533890963.239703",0,"UI:Dashboard:parse_chat_travel_drive_post_process",8,1533890965,100,8,completed,"0.604","1533711600.000000000","1533890963.000000000","1533711600.000000000","1533890963.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1533898349.2572","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1533898349.256117",0,"UI:Dashboard:parse_chat_travel_drive_post_process",30,1533898349,50,30,completed,"0.17400000000000002","1533808800.000000000","1533898349.000000000","1533808800.000000000","1533898349.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1533916812.5337","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1533916812.707524",0,"UI:Dashboard:parse_chat_travel_drive_post_process",286,1533916813,59,286,completed,"0.511",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1533916812.5338","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1533916812.740998",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6458,1533916813,6458,6459,completed,"0.865",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1533916812.5339","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1533916812.876232",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4267,1533916813,4267,6459,completed,"0.89",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1533916815.5343","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533916815.894219",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6459,1533916817,5,6459,completed,"1.697",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1533916815.5345","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533916816.010226",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1602,1533916819,5,1602,completed,"1.17",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1533916816.5346","search index=parse_chat filename=*xhamster* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1533916816.120496",0,"UI:Dashboard:parse_chat_travel_drive_post_process",286,1533916819,5,286,completed,"0.915",,,,,search15,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1534008735.7072","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1534008735.317847",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1534008736,2,2,completed,"0.24","1534008420.000000000","1534008735.000000000","1534008435.000000000","1534008736.209965000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1534008735.7074","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1534008735.347055",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6488,1534008736,6488,6489,completed,"0.855",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1534008735.7075","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1534008735.378645",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4276,1534008736,4276,6489,completed,"0.84",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1534008737.7076","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1534008737.848285",0,"UI:Dashboard:parse_chat_travel_drive_post_process",245,1534008739,42,4276,completed,"2.203",,,,,search6,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1534008737.7079","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1534008737.872699",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6489,1534008739,5,6489,completed,"1.091",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1534008737.7080","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1534008737.996807",0,"UI:Dashboard:parse_chat_travel_drive_post_process",4276,1534008740,5,4276,completed,"0.902",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1534008738.7085","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1534008738.085801",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1622,1534008740,5,1622,completed,"0.936",,,,,search14,,,,,,,,,,,,,,,,,
"rt_md_1534389546.10867","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1534389546.794918",1,"UI:Search",0,1534389547,0,0,canceled,"12.628",,,,,,,,,,,,,,,,,,,,,,
"1534389559.10872","search index=main sourcetype=""blood_sugar""","Jonathons-MacBook-Air.local","1534389559.667365",0,"UI:Search",69,1534389559,69,69,completed,"0.251","1534302000.000000000","1534389559.000000000","1534302000.000000000","1534389559.000000000",,,,,,,,,,,,,,,,,,
"1534389573.10873","| loadjob 1534389559.10872 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | head 1000","Jonathons-MacBook-Air.local","1534389573.533709",0,"UI:FieldExtractor",69,1534389573,69,0,completed,"0.10300000000000001",,,,,,,,,,,,,,,,,,,,,,
"1534389586.10874","| loadjob 1534389559.10872 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | rex field=_raw ""(?ms)^(?P<field1>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)(?:\\x20)(?P<field2>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)"" offset_field=_extracted_fields_bounds | head 1000","Jonathons-MacBook-Air.local","1534389586.648998",0,"UI:FieldExtractor",69,1534389586,69,0,completed,"0.079",,,,,,,,,,,,,,,,,,,,,,
"1534389601.10876","| loadjob 1534389559.10872 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | rex field=_raw ""(?ms)^(?P<date>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)(?:\\x20)(?P<field2>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)"" offset_field=_extracted_fields_bounds | head 1000","Jonathons-MacBook-Air.local","1534389601.513890",0,"UI:FieldExtractor",69,1534389601,69,0,completed,"0.078",,,,,,,,,,,,,,,,,,,,,,
"1534389607.10877","| loadjob 1534389559.10872 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | rex field=_raw ""(?ms)^(?P<date>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)(?:\\x20)(?P<time>(?:\""(?:[^\\\\\""]|\\\\.)*\""|(?:(?:(?!(?:\\x20)|\\\\|\"").)|(?:\\\\.)))*)"" offset_field=_extracted_fields_bounds | head 1000","Jonathons-MacBook-Air.local","1534389607.165765",0,"UI:FieldExtractor",69,1534389607,69,0,completed,"0.078",,,,,,,,,,,,,,,,,,,,,,
"1534389628.10882","| loadjob 1534389559.10872 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | head 1000","Jonathons-MacBook-Air.local","1534389628.979794",0,"UI:FieldExtractor",69,1534389629,69,0,completed,"0.06",,,,,,,,,,,,,,,,,,,,,,
"1534389868.10884","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d+/=d+/=d+/\s+\d+:\d+\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose","Jonathons-MacBook-Air.local","1534389868.907595",0,"UI:Search",0,1534389869,0,0,failed,"0.005","1534302000.000000000","1534389868.000000000",,,,,,,,,,,,,,,,,,,,
"1534389904.10885","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d+/=d+/=d+/\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose","Jonathons-MacBook-Air.local","1534389904.472286",0,"UI:Search",69,1534389904,69,69,completed,"0.17","1534302000.000000000","1534389904.000000000","1534302000.000000000","1534389904.000000000",,,,,,,,,,,,,,,,,,
"1534389933.10886","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)"" | table id date_time type glucose","Jonathons-MacBook-Air.local","1534389933.412530",0,"UI:Search",69,1534389933,69,69,completed,"0.17500000000000002","1534302000.000000000","1534389933.000000000","1534302000.000000000","1534389933.000000000",,,,,,,,,,,,,,,,,,
"1534389954.10887","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d+/\d+/=d+/\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose","Jonathons-MacBook-Air.local","1534389954.987588",0,"UI:Search",69,1534389955,69,69,completed,"0.184","1534302000.000000000","1534389954.000000000","1534302000.000000000","1534389954.000000000",,,,,,,,,,,,,,,,,,
"1534389963.10888","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d+/\d+/=d+/\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose _raw","Jonathons-MacBook-Air.local","1534389963.907176",0,"UI:Search",69,1534389964,69,69,completed,"0.19","1534302000.000000000","1534389963.000000000","1534302000.000000000","1534389963.000000000",,,,,,,,,,,,,,,,,,
"1534390024.10889","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d+/\d+/\d+/\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose _raw","Jonathons-MacBook-Air.local","1534390024.417274",0,"UI:Search",69,1534390024,69,69,completed,"0.17400000000000002","1534302000.000000000","1534390024.000000000","1534302000.000000000","1534390024.000000000",,,,,,,,,,,,,,,,,,
"1534390073.10890","search index=main sourcetype=""blood_sugar"" | rex ""^(?<id>\d+)\s+(?<date_time>\d{4}/\d{2}/\d{2}\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" | table id date_time type glucose _raw","Jonathons-MacBook-Air.local","1534390073.534869",0,"UI:Search",69,1534390073,69,69,completed,"0.17500000000000002","1534302000.000000000","1534390073.000000000","1534302000.000000000","1534390073.000000000",,,,,,,,,,,,,,,,,,
"1534390171.10893","search index=main sourcetype=""blood_sugar""","Jonathons-MacBook-Air.local","1534390171.876617",0,"UI:Search",69,1534390172,69,69,completed,"0.20400000000000001","1534302000.000000000","1534390171.000000000","1534302000.000000000","1534390171.000000000",,,,,,,,,,,,,,,,,,
"1534390188.10894","| loadjob 1534390171.10893 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | head 1000","Jonathons-MacBook-Air.local","1534390188.426167",0,"UI:FieldExtractor",69,1534390188,69,0,completed,"0.07200000000000001",,,,,,,,,,,,,,,,,,,,,,
"1534390216.10895","| loadjob 1534390171.10893 events=t ignore_running=f require_finished=f | search index=* OR index=_* sourcetype=blood_sugar | rex field=_raw ""(?ms)^(?<id>\d+)\s+(?<date_time>\d{4}/\d{2}/\d{2}\s+\d+:\d+)\s+(?<type>\d+)\s+(?<glucose>\d+).+"" offset_field=_extracted_fields_bounds | head 1000","Jonathons-MacBook-Air.local","1534390216.407487",0,"UI:FieldExtractor",69,1534390216,69,0,completed,"0.085",,,,,,,,,,,,,,,,,,,,,,
"rt_md_1534390240.10900","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1534390240.436243",1,"UI:Search",0,1534390240,0,0,canceled,"21.922",,,,,,,,,,,,,,,,,,,,,,
"1534390262.10907","search index=main sourcetype=""blood_sugar"" | timechart glucose","Jonathons-MacBook-Air.local","1534390262.834101",0,"UI:Search",0,1534390262,0,0,failed,"0.007","1534302000.000000000","1534390262.000000000",,,,,,,,,,,,,,,,,,,,
"1534390284.10908","search index=main sourcetype=""blood_sugar"" | timechart values(glucose) as glucose","Jonathons-MacBook-Air.local","1534390284.747759",0,"UI:Search",69,1534390284,50,69,completed,"0.193","1534302000.000000000","1534390284.000000000","1534302000.000000000","1534390284.000000000",,,,,,,,,,,,,,,,,,
"1534390311.10909","search index=main sourcetype=""blood_sugar""","Jonathons-MacBook-Air.local","1534390311.117819",0,"UI:Search",69,1534390311,69,69,completed,"0.182","1534302000.000000000","1534390311.000000000","1534302000.000000000","1534390311.000000000",,,,,,,,,,,,,,,,,,
"1534390339.10910","search index=main sourcetype=""blood_sugar"" | timechart values(glucose)","Jonathons-MacBook-Air.local","1534390339.341086",0,"UI:Search",69,1534390339,50,69,completed,"0.171","1534302000.000000000","1534390339.000000000","1534302000.000000000","1534390339.000000000",,,,,,,,,,,,,,,,,,
"1534390347.10911","search index=main sourcetype=""blood_sugar"" | timechart sum(glucose)","Jonathons-MacBook-Air.local","1534390347.490139",0,"UI:Search",69,1534390347,50,69,completed,"0.169","1534302000.000000000","1534390347.000000000","1534302000.000000000","1534390347.000000000",,,,,,,,,,,,,,,,,,
"1534390364.10914","search index=main sourcetype=""blood_sugar"" | table _time glucose","Jonathons-MacBook-Air.local","1534390364.890632",0,"UI:Search",69,1534390365,69,69,completed,"0.221","1534302000.000000000","1534390364.000000000","1534302000.000000000","1534390364.000000000",,,,,,,,,,,,,,,,,,
"1534390407.10915","search index=main sourcetype=""blood_sugar"" | timechart values(glucose)","Jonathons-MacBook-Air.local","1534390407.620063",0,"UI:Search",69,1534390407,50,69,completed,"0.17300000000000001","1534302000.000000000","1534390407.000000000","1534302000.000000000","1534390407.000000000",,,,,,,,,,,,,,,,,,
"1534390436.10916","search index=main sourcetype=""blood_sugar"" | timechart values(glucose) as glucose","Jonathons-MacBook-Air.local","1534390436.651049",0,"UI:Search",69,1534390436,50,69,completed,"0.176","1534302000.000000000","1534390436.000000000","1534302000.000000000","1534390436.000000000",,,,,,,,,,,,,,,,,,
"1534390462.10917","search index=main sourcetype=""blood_sugar"" | timechart sum(glucose) as glucose","Jonathons-MacBook-Air.local","1534390462.893866",0,"UI:Search",69,1534390463,50,69,completed,"0.158","1534302000.000000000","1534390462.000000000","1534302000.000000000","1534390462.000000000",,,,,,,,,,,,,,,,,,
"1534390483.10918","search index=main sourcetype=""blood_sugar"" | timechart values(glucose) as glucose","Jonathons-MacBook-Air.local","1534390483.989000",0,"UI:Search",69,1534390484,50,69,completed,"0.226","1534302000.000000000","1534390483.000000000","1534302000.000000000","1534390483.000000000",,,,,,,,,,,,,,,,,,
"1534390825.10923","search index=main sourcetype=""blood_sugar"" | timechart span=15m sum(glucose) as glucose","Jonathons-MacBook-Air.local","1534390825.435403",0,"UI:Search",69,1534390825,99,69,completed,"0.165","1534302000.000000000","1534390825.000000000","1534302000.000000000","1534390825.000000000",,,,,,,,,,,,,,,,,,
"1534390867.10924","search index=main sourcetype=""blood_sugar"" | timechart  sum(glucose) as glucose","Jonathons-MacBook-Air.local","1534390867.369778",0,"UI:Search",69,1534390867,50,69,completed,"0.258","1534302000.000000000","1534390867.000000000","1534302000.000000000","1534390867.000000000",,,,,,,,,,,,,,,,,,
"1534390909.10925","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  sum(glucose) as glucose, sum(danger)","Jonathons-MacBook-Air.local","1534390909.088851",0,"UI:Search",69,1534390909,50,69,completed,"0.20800000000000002","1534302000.000000000","1534390909.000000000","1534302000.000000000","1534390909.000000000",,,,,,,,,,,,,,,,,,
"1534390927.10927","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  sum(glucose) as glucose, values(danger)","Jonathons-MacBook-Air.local","1534390927.078463",0,"UI:Search",69,1534390927,50,69,completed,"0.23600000000000002","1534302000.000000000","1534390927.000000000","1534302000.000000000","1534390927.000000000",,,,,,,,,,,,,,,,,,
"1534390942.10928","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  span=1m sum(glucose) as glucose, values(danger)","Jonathons-MacBook-Air.local","1534390942.368457",0,"UI:Search",69,1534390942,1483,69,completed,"0.21","1534302000.000000000","1534390942.000000000","1534302000.000000000","1534390942.000000000",,,,,,,,,,,,,,,,,,
"1534390957.10929","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  span=1m sum(glucose) as glucose, values(danger) as danger","Jonathons-MacBook-Air.local","1534390957.838002",0,"UI:Search",69,1534390958,1483,69,completed,"0.194","1534302000.000000000","1534390957.000000000","1534302000.000000000","1534390957.000000000",,,,,,,,,,,,,,,,,,
"1534475289.11696","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  span=1m sum(glucose) as glucose, values(danger) as danger","Jonathons-MacBook-Air.local","1534475289.337973",0,"UI:Search",1,1534475289,1449,1,completed,"0.23800000000000002","1534388400.000000000","1534475289.000000000","1534388400.000000000","1534475289.000000000",,,,,,,,,,,,,,,,,,
"1534475303.11697","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  span=1m sum(glucose) as glucose, values(danger) as danger","Jonathons-MacBook-Air.local","1534475303.018857",0,"UI:Search",69,1534475303,780,69,completed,"0.197",,,,,,,,,,,,,,,,,,,,,,
"rt_md_1534475323.11698","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1534475323.834933",1,"UI:Search",0,1534475323,0,0,canceled,"13.662",,,,,,,,,,,,,,,,,,,,,,
"1534475336.11700","search index=main sourcetype=""blood_sugar"" | delete","Jonathons-MacBook-Air.local","1534475336.457168",0,"UI:Search",3,1534475336,2,1,completed,"0.15","1534388400.000000000","1534475336.000000000","1534388400.000000000","1534475336.000000000",,,,,,,,,,,,,,,,,,
"1534475465.11705","search index=main sourcetype=""blood_sugar"" | eval danger=300 | timechart  span=1m sum(glucose) as glucose, values(danger) as danger","Jonathons-MacBook-Air.local","1534475465.403847",0,"UI:Search",247,1534475465,2210,247,completed,"0.276",,,,,,,,,,,,,,,,,,,,,,
"1534475824.11708","search index=main sourcetype=""blood_sugar"" | table _time id glucode","Jonathons-MacBook-Air.local","1534475824.888503",0,"UI:Search",247,1534475825,247,247,completed,"0.311",,,,,,,,,,,,,,,,,,,,,,
"1534475841.11709","search index=main sourcetype=""blood_sugar"" | table _time id glucose","Jonathons-MacBook-Air.local","1534475841.435190",0,"UI:Search",247,1534475841,247,247,completed,"0.272",,,,,,,,,,,,,,,,,,,,,,
"1534475884.11713","search index=main sourcetype=""blood_sugar"" | stats count by id","Jonathons-MacBook-Air.local","1534475884.478993",0,"UI:Search",247,1534475884,175,247,completed,"0.225",,,,,,,,,,,,,,,,,,,,,,
"1534476027.11718","search index=main sourcetype=""blood_sugar"" | eval danger=300","Jonathons-MacBook-Air.local","1534476027.661571",0,"UI:Search",1,1534476028,1,1,completed,"0.13","1534391100.000000000","1534391160.000000000","1534391100.000000000","1534391160.000000000",,,,,,,,,,,,,,,,,,
"1534476052.11719","search index=main sourcetype=""blood_sugar"" | eval danger=300","Jonathons-MacBook-Air.local","1534476052.996585",0,"UI:Search",1,1534476053,1,1,completed,"0.125","1534391040.000000000","1534391100.000000000","1534391040.000000000","1534391100.000000000",,,,,,,,,,,,,,,,,,
